order,name,version,direct,selection_reason,filename,selected_tag,size_bytes,sha256,url,source_index,requires_python,upload_time_iso_8601
85,torchaudio,2.11.0,True,DIRECT_PIN_VERIFIED_HOST,torchaudio-2.11.0-cp314-cp314-win_amd64.whl,cp314-cp314-win_amd64,328662,1424638adb8bb40087bc7b6eb103e8e4fe398210f09076f33b7b5e61501b5d66,https://files.pythonhosted.org/packages/83/6f/b0efb44e0bfe8dd4d78d76ae3be280354e1fb5c8631c782785d74cd8a7b1/torchaudio-2.11.0-cp314-cp314-win_amd64.whl,https://pypi.org/simple,,2026-03-23T18:13:32.243901Z
86,torchsde,0.2.6,True,DIRECT_PIN_VERIFIED_HOST,torchsde-0.2.6-py3-none-any.whl,py3-none-any,61232,19bf7ff02eec7e8e46ba1cdb4aa0f9db1c51d492524a16975234b467f7fc463b,https://files.pythonhosted.org/packages/dd/1f/b67ebd7e19ffe259f05d3cf4547326725c3113d640c277030be3e9998d6f/torchsde-0.2.6-py3-none-any.whl,https://pypi.org/simple,>=3.8,2023-09-26T21:52:19.274118Z
87,torchvision,0.27.1,True,DIRECT_PIN_VERIFIED_HOST,torchvision-0.27.1-cp314-cp314-win_amd64.whl,cp314-cp314-win_amd64,4177297,b3e9bc71854fddbf94ddb69ed8d88983945f3f28f78ee104214b0088669af66a,https://files.pythonhosted.org/packages/52/49/a23e199faf29e42a90f7d6b76437ade5d17e3185da3c64d368973ba8243e/torchvision-0.27.1-cp314-cp314-win_amd64.whl,https://pypi.org/simple,"!=3.14.1,>=3.10",2026-06-17T21:09:10.273227Z
88,tqdm,4.68.3,True,DIRECT_PIN_VERIFIED_HOST,tqdm-4.68.3-py3-none-any.whl,py3-none-any,78337,39832cc2def2789a6f29df83f172db7416cea70052c0907a57801c5f2fdccb03,https://files.pythonhosted.org/packages/d8/8e/bb97bb0c71802080bfc8952937d174e49cfc50de5c951dd47b2496f0dcdb/tqdm-4.68.3-py3-none-any.whl,https://pypi.org/simple,>=3.8,2026-06-17T07:36:50.132386Z
89,trampoline,0.1.2,False,VERIFIED_HOST_VERSION,trampoline-0.1.2-py3-none-any.whl,py3-none-any,5173,36cc9a4ff9811843d177fc0e0740efbd7da39eadfe6e50c9e2937cbc06d899d9,https://files.pythonhosted.org/packages/73/54/d2805324fb746d8da86d3844bee4f55c0cfd6c136de61b713772d44c5bea/trampoline-0.1.2-py3-none-any.whl,https://pypi.org/simple,,2018-08-18T01:00:41.215852Z
90,transformers,5.12.1,True,DIRECT_PIN_VERIFIED_HOST,transformers-5.12.1-py3-none-any.whl,py3-none-any,11150587,2a5e109d2021265df7098ffbb738295acaf5ad256f12cbc586db2ea4dcbb1a8a,https://files.pythonhosted.org/packages/df/56/bbd60dd8668055803bf8ba55a81f9b8a8b31497f620109a9671d26a2076d/transformers-5.12.1-py3-none-any.whl,https://pypi.org/simple,>=3.10.0,2026-06-15T17:27:46.679180Z
91,typer,0.25.1,False,VERIFIED_HOST_VERSION,typer-0.25.1-py3-none-any.whl,py3-none-any,58409,75caa44ed46a03fb2dab8808753ffacdbfea88495e74c85a28c5eefcf5f39c89,https://files.pythonhosted.org/packages/3f/f9/2b3ff4e56e5fa7debfaf9eb135d0da96f3e9a1d5b27222223c7296336e5f/typer-0.25.1-py3-none-any.whl,https://pypi.org/simple,>=3.10,2026-04-30T19:32:18.271413Z
92,typing-extensions,4.16.0,False,VERIFIED_HOST_VERSION,typing_extensions-4.16.0-py3-none-any.whl,py3-none-any,45571,481caa481374e813c1b176ada14e97f1f67a4539ce9cfeb3f350d78d6370c2e8,https://files.pythonhosted.org/packages/49/d3/b8441a820a491ddfc024b0b0cf0393375b75ea13866d9c66727e54c2fc80/typing_extensions-4.16.0-py3-none-any.whl,https://pypi.org/simple,>=3.9,2026-07-02T08:40:04.659120Z
93,typing-inspection,0.4.2,False,VERIFIED_HOST_VERSION,typing_inspection-0.4.2-py3-none-any.whl,py3-none-any,14611,4ed1cacbdc298c220f1bd249ed5287caa16f34d44ef4e9c3d0cbad5b521545e7,https://files.pythonhosted.org/packages/dc/9b/47798a6c91d8bdb567fe2698fe81e0c6b7cb7ef4d13da4114b41d239f65d/typing_inspection-0.4.2-py3-none-any.whl,https://pypi.org/simple,>=3.9,2025-10-01T02:14:40.154613Z
94,urllib3,2.7.0,False,VERIFIED_HOST_VERSION,urllib3-2.7.0-py3-none-any.whl,py3-none-any,131087,9fb4c81ebbb1ce9531cce37674bbc6f1360472bc18ca9a553ede278ef7276897,https://files.pythonhosted.org/packages/7f/3e/5db95bcf282c52709639744ca2a8b149baccf648e39c8cc87553df9eae0c/urllib3-2.7.0-py3-none-any.whl,https://pypi.org/simple,>=3.10,2026-05-07T16:13:17.151740Z
95,uv,0.11.26,False,VERIFIED_HOST_VERSION,uv-0.11.26-py3-none-win_amd64.whl,py3-none-win_amd64,26909320,d95567e9470dc48ff03265f420c3c6973f6437f18a79d5e00b6eb4b2d9379907,https://files.pythonhosted.org/packages/d0/13/9c588226d5b478328d739e654944430719f3ffe8999d6a24d425ec9664ab/uv-0.11.26-py3-none-win_amd64.whl,https://pypi.org/simple,>=3.8,2026-06-30T14:51:57.235352Z
96,yarl,1.24.2,True,DIRECT_PIN_VERIFIED_HOST,yarl-1.24.2-cp314-cp314-win_amd64.whl,cp314-cp314-win_amd64,94424,afb00d7fd8e0f285ca29a44cc50df2d622ff2f7a6d933fa641577b5f9d5f3db0,https://files.pythonhosted.org/packages/fa/d9/5582d57e2b2db9b85eb6663a22efdd78e08805f3f5389566e9fcad254d1b/yarl-1.24.2-cp314-cp314-win_amd64.whl,https://pypi.org/simple,>=3.10,2026-05-19T21:30:25.425884Z
